0,-360,680,-1,-360,680,0,3,100,501,100	##
0,-320,680,-1,-320,680,0,3,100,501,100	##
0,-280,680,-1,-280,680,0,3,100,501,100	##
0,-240,680,-1,-240,680,0,3,100,501,100	##
0,-200,680,-1,-200,680,0,3,100,501,100	##
0,-160,680,-1,-160,680,0,3,100,501,100	##
0,-120,680,-1,-120,680,0,3,100,501,100	##
0,-80,680,-1,-80,680,0,3,100,501,100	##
0,0,680,-1,0,680,0,3,100,501,100	##
0,40,680,-1,40,680,0,3,100,501,100	##
0,80,680,-1,80,680,0,3,100,501,100	##
0,120,680,-1,120,680,0,3,100,501,100	##
0,160,680,-1,160,680,0,3,100,501,100	##
0,200,680,-1,200,680,0,3,100,501,100	##
0,-40,680,-1,-40,680,0,3,100,501,100	##
0,240,680,-1,240,680,0,3,100,501,100	##
0,280,680,-1,280,680,0,3,100,501,100	##
0,320,680,-1,320,680,0,3,100,501,100	##
0,360,680,-1,360,680,0,3,100,501,100	##
0,400,680,-1,400,680,0,3,100,501,100	##
0,440,680,-1,440,680,0,3,100,501,100	##
0,480,680,-1,480,680,0,3,100,501,100	##
0,520,680,-1,520,680,0,3,100,501,100	##
0,560,680,-1,560,680,0,3,100,501,100	##
0,600,680,-1,600,680,0,3,100,501,100	##
0,640,680,-1,640,680,0,3,100,501,100	##
0,680,680,-1,680,680,0,3,100,501,100	##
0,720,680,-1,720,680,0,3,100,501,100	##
0,760,680,-1,760,680,0,3,100,501,100	##
0,800,680,-1,800,680,0,3,100,501,100	##
0,880,680,-1,880,680,0,3,100,501,100	##
0,920,680,-1,920,680,0,3,100,501,100	##
0,840,680,-1,840,680,0,3,100,501,100	##
0,960,680,-1,960,680,0,3,100,501,100	##
0,1000,680,-1,1000,680,0,3,100,501,100	##
0,1040,680,-1,1040,680,0,3,100,501,100	##
0,1080,680,-1,1080,680,0,3,100,501,100	##
0,1120,680,-1,1120,680,0,3,100,501,100	##
0,1160,680,-1,1160,680,0,3,100,501,100	##
0,1200,680,-1,1200,680,0,3,100,501,100	##
0,1056,34,-1,1056,34,0,3,100,501,100	##
0,1187,621,-1,1187,621,0,3,100,501,100	##
0,1067,87,-1,1067,87,0,3,100,501,100	##
