0,0,163,-1,0,163,0,1,100,100,100	##
0,0,203,-1,0,203,0,1,100,100,100	##
0,0,243,-1,0,243,0,1,100,100,100	##
0,0,283,-1,0,283,0,1,100,100,100	##
0,0,323,-1,0,323,0,1,100,100,100	##
0,0,363,-1,0,363,0,1,100,100,100	##
0,0,403,-1,0,403,0,1,100,100,100	##
0,0,443,-1,0,443,0,1,100,100,100	##
0,0,483,-1,0,483,0,1,100,100,100	##
0,0,523,-1,0,523,0,1,100,100,100	##
0,0,563,-1,0,563,0,1,100,100,100	##
0,0,603,-1,0,603,0,1,100,100,100	##
0,0,123,-1,0,123,0,1,100,100,100	##
0,40,123,-1,40,123,0,1,100,100,100	##
0,80,123,-1,80,123,0,1,100,100,100	##
0,120,123,-1,120,123,0,1,100,100,100	##
0,160,123,-1,160,123,0,1,100,100,100	##
0,200,123,-1,200,123,0,1,100,100,100	##
0,240,123,-1,240,123,0,1,100,100,100	##
0,280,123,-1,280,123,0,1,100,100,100	##
0,520,123,-1,520,123,0,1,100,100,100	##
0,560,123,-1,560,123,0,1,100,100,100	##
0,600,123,-1,600,123,0,1,100,100,100	##
0,640,123,-1,640,123,0,1,100,100,100	##
0,680,123,-1,680,123,0,1,100,100,100	##
0,720,123,-1,720,123,0,1,100,100,100	##
0,760,123,-1,760,123,0,1,100,100,100	##
0,800,123,-1,800,123,0,1,100,100,100	##
0,320,123,-1,320,123,0,1,100,100,100	##
0,360,123,-1,360,123,0,1,100,100,100	##
0,400,123,-1,400,123,0,1,100,100,100	##
0,440,123,-1,440,123,0,1,100,100,100	##
0,480,123,-1,480,123,0,1,100,100,100	##
0,80,563,-1,80,563,0,1,100,100,100	##
0,120,563,-1,120,563,0,1,100,100,100	##
0,160,563,-1,160,563,0,1,100,100,100	##
0,200,563,-1,200,563,0,1,100,100,100	##
0,240,563,-1,240,563,0,1,100,100,100	##
0,40,603,-1,40,603,0,1,100,100,100	##
0,80,603,-1,80,603,0,1,100,100,100	##
0,280,563,-1,280,563,0,1,100,100,100	##
0,320,563,-1,320,563,0,1,100,100,100	##
0,360,563,-1,360,563,0,1,100,100,100	##
0,400,563,-1,400,563,0,1,100,100,100	##
0,440,563,-1,440,563,0,1,100,100,100	##
0,480,563,-1,480,563,0,1,100,100,100	##
0,520,563,-1,520,563,0,1,100,100,100	##
0,560,563,-1,560,563,0,1,100,100,100	##
0,600,563,-1,600,563,0,1,100,100,100	##
0,640,563,-1,640,563,0,1,100,100,100	##
0,680,563,-1,680,563,0,1,100,100,100	##
0,720,563,-1,720,563,0,1,100,100,100	##
0,760,563,-1,760,563,0,1,100,100,100	##
0,120,523,-1,120,523,0,1,100,100,100	##
0,800,163,-1,800,163,0,1,100,100,100	##
0,800,203,-1,800,203,0,1,100,100,100	##
0,800,243,-1,800,243,0,1,100,100,100	##
0,800,283,-1,800,283,0,1,100,100,100	##
0,800,323,-1,800,323,0,1,100,100,100	##
0,800,363,-1,800,363,0,1,100,100,100	##
0,800,403,-1,800,403,0,1,100,100,100	##
0,800,443,-1,800,443,0,1,100,100,100	##
0,800,483,-1,800,483,0,1,100,100,100	##
0,800,523,-1,800,523,0,1,100,100,100	##
0,800,563,-1,800,563,0,1,100,100,100	##
3,120,443,-1,120,443,0,1,100,100,100	##
0,200,243,-1,200,243,0,1,100,100,100	##
0,200,283,-1,200,283,0,1,100,100,100	##
0,200,323,-1,200,323,0,1,100,100,100	##
0,200,363,-1,200,363,0,1,100,100,100	##
0,200,403,-1,200,403,0,1,100,100,100	##
0,200,443,-1,200,443,0,1,100,100,100	##
0,200,483,-1,200,483,0,1,100,100,100	##
0,200,523,-1,200,523,0,1,100,100,100	##
0,160,523,-1,160,523,0,1,100,100,100	##
0,160,483,-1,160,483,0,1,100,100,100	##
2,280,443,-1,280,443,0,1,100,100,100	##
2,280,403,-1,280,403,0,1,100,100,100	##
2,320,323,-1,320,323,0,1,100,100,100	##
2,280,363,-1,280,363,0,1,100,100,100	##
2,360,323,-1,360,323,0,1,100,100,100	##
2,400,363,-1,400,363,0,1,100,100,100	##
2,400,403,-1,400,403,0,1,100,100,100	##
2,440,323,-1,440,323,0,1,100,100,100	##
2,480,323,-1,480,323,0,1,100,100,100	##
2,520,363,-1,520,363,0,1,100,100,100	##
2,520,403,-1,520,403,0,1,100,100,100	##
2,520,443,-1,520,443,0,1,100,100,100	##
0,320,283,-1,320,283,0,1,100,100,100	##
0,320,243,-1,320,243,0,1,100,100,100	##
0,360,203,-1,360,203,0,1,100,100,100	##
0,400,203,-1,400,203,0,1,100,100,100	##
0,440,203,-1,440,203,0,1,100,100,100	##
0,480,243,-1,480,243,0,1,100,100,100	##
0,480,283,-1,480,283,0,1,100,100,100	##
0,520,323,-1,520,323,0,1,100,100,100	##
0,560,363,-1,560,363,0,1,100,100,100	##
0,560,403,-1,560,403,0,1,100,100,100	##
0,560,443,-1,560,443,0,1,100,100,100	##
0,280,323,-1,280,323,0,1,100,100,100	##
0,240,363,-1,240,363,0,1,100,100,100	##
0,240,403,-1,240,403,0,1,100,100,100	##
0,240,443,-1,240,443,0,1,100,100,100	##
0,560,483,-1,560,483,0,1,100,100,100	##
0,600,483,-1,600,483,0,1,100,100,100	##
0,640,483,-1,640,483,0,1,100,100,100	##
2,600,523,-1,600,523,0,1,100,100,100	##
0,640,443,-1,640,443,0,1,100,100,100	##
0,760,443,-1,760,443,0,1,100,100,100	##
0,760,483,-1,760,483,0,1,100,100,100	##
0,760,523,-1,760,523,0,1,100,100,100	##
2,680,483,-1,680,483,0,1,100,100,100	##
2,720,483,-1,720,483,0,1,100,100,100	##
2,640,403,-1,640,403,0,1,100,100,100	##
2,680,403,-1,680,403,0,1,100,100,100	##
2,720,403,-1,720,403,0,1,100,100,100	##
2,760,403,-1,760,403,0,1,100,100,100	##
2,400,163,-1,400,163,0,1,100,100,100	##
