0,-40,-280,-1,-40,-280,0,1,100,100,100	##
0,-40,-240,-1,-40,-240,0,1,100,100,100	##
0,-40,-200,-1,-40,-200,0,1,100,100,100	##
0,-40,-160,-1,-40,-160,0,1,100,100,100	##
0,-40,-120,-1,-40,-120,0,1,100,100,100	##
0,-40,-80,-1,-40,-80,0,1,100,100,100	##
0,-40,-40,-1,-40,-40,0,1,100,100,100	##
0,-40,0,-1,-40,0,0,1,100,100,100	##
0,-40,40,-1,-40,40,0,1,100,100,100	##
0,-40,80,-1,-40,80,0,1,100,100,100	##
0,-40,120,-1,-40,120,0,1,100,100,100	##
0,-40,160,-1,-40,160,0,1,100,100,100	##
0,-40,200,-1,-40,200,0,1,100,100,100	##
0,-40,240,-1,-40,240,0,1,100,100,100	##
0,-40,280,-1,-40,280,0,1,100,100,100	##
0,-40,320,-1,-40,320,0,1,100,100,100	##
0,-40,360,-1,-40,360,0,1,100,100,100	##
0,0,360,-1,0,360,0,1,100,100,100	##
0,40,360,-1,40,360,0,1,100,100,100	##
0,80,360,-1,80,360,0,1,100,100,100	##
0,120,360,-1,120,360,0,1,100,100,100	##
0,160,360,-1,160,360,0,1,100,100,100	##
0,200,360,-1,200,360,0,1,100,100,100	##
0,240,360,-1,240,360,0,1,100,100,100	##
0,280,360,-1,280,360,0,1,100,100,100	##
0,320,360,-1,320,360,0,1,100,100,100	##
0,400,360,-1,400,360,0,1,100,100,100	##
0,480,360,-1,480,360,0,1,100,100,100	##
0,520,360,-1,520,360,0,1,100,100,100	##
0,560,360,-1,560,360,0,1,100,100,100	##
0,600,360,-1,600,360,0,1,100,100,100	##
0,360,360,-1,360,360,0,1,100,100,100	##
0,440,360,-1,440,360,0,1,100,100,100	##
0,640,360,-1,640,360,0,1,100,100,100	##
0,680,360,-1,680,360,0,1,100,100,100	##
0,840,360,-1,840,360,0,1,100,100,100	##
0,840,320,-1,840,320,0,1,100,100,100	##
0,840,280,-1,840,280,0,1,100,100,100	##
0,840,240,-1,840,240,0,1,100,100,100	##
0,840,200,-1,840,200,0,1,100,100,100	##
0,840,120,-1,840,120,0,1,100,100,100	##
0,840,80,-1,840,80,0,1,100,100,100	##
0,840,40,-1,840,40,0,1,100,100,100	##
0,840,0,-1,840,0,0,1,100,100,100	##
0,840,-40,-1,840,-40,0,1,100,100,100	##
0,840,-80,-1,840,-80,0,1,100,100,100	##
0,840,-120,-1,840,-120,0,1,100,100,100	##
0,840,-160,-1,840,-160,0,1,100,100,100	##
0,840,-200,-1,840,-200,0,1,100,100,100	##
0,840,-240,-1,840,-240,0,1,100,100,100	##
0,840,-280,-1,840,-280,0,1,100,100,100	##
0,800,-280,-1,800,-280,0,1,100,100,100	##
0,760,-280,-1,760,-280,0,1,100,100,100	##
0,720,-280,-1,720,-280,0,1,100,100,100	##
0,680,-280,-1,680,-280,0,1,100,100,100	##
0,640,-280,-1,640,-280,0,1,100,100,100	##
0,600,-280,-1,600,-280,0,1,100,100,100	##
0,560,-280,-1,560,-280,0,1,100,100,100	##
0,480,-280,-1,480,-280,0,1,100,100,100	##
0,440,-280,-1,440,-280,0,1,100,100,100	##
0,400,-280,-1,400,-280,0,1,100,100,100	##
0,360,-280,-1,360,-280,0,1,100,100,100	##
0,320,-280,-1,320,-280,0,1,100,100,100	##
0,280,-280,-1,280,-280,0,1,100,100,100	##
0,240,-280,-1,240,-280,0,1,100,100,100	##
0,200,-280,-1,200,-280,0,1,100,100,100	##
0,160,-280,-1,160,-280,0,1,100,100,100	##
0,120,-280,-1,120,-280,0,1,100,100,100	##
0,80,-280,-1,80,-280,0,1,100,100,100	##
0,40,-280,-1,40,-280,0,1,100,100,100	##
0,0,-280,-1,0,-280,0,1,100,100,100	##
0,520,-280,-1,520,-280,0,1,100,100,100	##
0,840,160,-1,840,160,0,1,100,100,100	##
0,0,80,-1,0,80,0,1,100,100,100	##
0,40,80,-1,40,80,0,1,100,100,100	##
0,80,80,-1,80,80,0,1,100,100,100	##
0,160,80,-1,160,80,0,1,100,100,100	##
0,200,80,-1,200,80,0,1,100,100,100	##
0,280,80,-1,280,80,0,1,100,100,100	##
0,320,80,-1,320,80,0,1,100,100,100	##
0,360,80,-1,360,80,0,1,100,100,100	##
0,400,80,-1,400,80,0,1,100,100,100	##
0,440,80,-1,440,80,0,1,100,100,100	##
0,480,80,-1,480,80,0,1,100,100,100	##
0,120,80,-1,120,80,0,1,100,100,100	##
0,240,80,-1,240,80,0,1,100,100,100	##
0,120,-40,-1,120,-40,0,1,100,100,100	##
0,200,-40,-1,200,-40,0,1,100,100,100	##
0,240,-40,-1,240,-40,0,1,100,100,100	##
0,280,-40,-1,280,-40,0,1,100,100,100	##
0,320,-40,-1,320,-40,0,1,100,100,100	##
0,360,-40,-1,360,-40,0,1,100,100,100	##
0,160,-40,-1,160,-40,0,1,100,100,100	##
0,400,-40,-1,400,-40,0,1,100,100,100	##
0,480,-40,-1,480,-40,0,1,100,100,100	##
0,440,-40,-1,440,-40,0,1,100,100,100	##
0,520,-40,-1,520,-40,0,1,100,100,100	##
0,560,-40,-1,560,-40,0,1,100,100,100	##
0,600,-40,-1,600,-40,0,1,100,100,100	##
0,640,-40,-1,640,-40,0,1,100,100,100	##
0,680,-40,-1,680,-40,0,1,100,100,100	##
0,680,0,-1,680,0,0,1,100,100,100	##
0,680,40,-1,680,40,0,1,100,100,100	##
0,680,80,-1,680,80,0,1,100,100,100	##
0,680,120,-1,680,120,0,1,100,100,100	##
0,680,160,-1,680,160,0,1,100,100,100	##
0,680,200,-1,680,200,0,1,100,100,100	##
0,680,240,-1,680,240,0,1,100,100,100	##
0,680,280,-1,680,280,0,1,100,100,100	##
0,680,320,-1,680,320,0,1,100,100,100	##
0,760,360,-1,760,360,0,1,100,100,100	##
0,800,320,-1,800,320,0,1,100,100,100	##
0,800,360,-1,800,360,0,1,100,100,100	##
6,0,-80,-1,0,-80,0,1,100,100,100	##
3,240,-200,-1,240,-200,0,1,100,100,100	##
0,127,61,-1,127,61,0,1,100,100,100	##
7,523,22,-1,523,22,0,3,100,501,100	##
0,720,360,-1,720,360,0,1,100,100,100	##
0,760,320,-1,760,320,0,1,100,100,100	##
0,800,280,-1,800,280,0,1,100,100,100	##
