0,280,200,-1,280,200,0,1,100,100,100	##
0,280,240,-1,280,240,0,1,100,100,100	##
0,280,280,-1,280,280,0,1,100,100,100	##
0,280,320,-1,280,320,0,1,100,100,100	##
0,280,360,-1,280,360,0,1,100,100,100	##
0,280,400,-1,280,400,0,1,100,100,100	##
0,280,440,-1,280,440,0,1,100,100,100	##
0,280,480,-1,280,480,0,1,100,100,100	##
0,280,520,-1,280,520,0,1,100,100,100	##
0,280,560,-1,280,560,0,1,100,100,100	##
0,280,600,-1,280,600,0,1,100,100,100	##
0,280,640,-1,280,640,0,1,100,100,100	##
0,280,680,-1,280,680,0,1,100,100,100	##
0,280,720,-1,280,720,0,1,100,100,100	##
0,280,760,-1,280,760,0,1,100,100,100	##
0,320,200,-1,320,200,0,1,100,100,100	##
0,360,200,-1,360,200,0,1,100,100,100	##
0,440,240,-1,440,240,0,1,100,100,100	##
0,440,200,-1,440,200,0,1,100,100,100	##
0,400,200,-1,400,200,0,1,100,100,100	##
0,320,360,-1,320,360,0,1,100,100,100	##
0,400,360,-1,400,360,0,1,100,100,100	##
0,360,360,-1,360,360,0,1,100,100,100	##
0,440,280,-1,440,280,0,1,100,100,100	##
3,440,320,-1,440,320,0,1,100,100,100	##
0,440,480,-1,440,480,0,1,100,100,100	##
4,400,480,-1,400,480,0,1,100,100,100	##
2,360,480,-1,360,480,0,1,100,100,100	##
2,320,480,-1,320,480,0,1,100,100,100	##
2,480,480,-1,480,480,0,1,100,100,100	##
2,520,480,-1,520,480,0,1,100,100,100	##
2,600,480,-1,600,480,0,1,100,100,100	##
4,560,480,-1,560,480,0,1,100,100,100	##
6,480,360,-1,480,360,0,1,100,100,100	##
2,640,480,-1,640,480,0,1,100,100,100	##
0,680,480,-1,680,480,0,1,100,100,100	##
0,760,480,-1,760,480,0,1,100,100,100	##
2,720,480,-1,720,480,0,1,100,100,100	##
0,800,480,-1,800,480,0,1,100,100,100	##
0,840,480,-1,840,480,0,1,100,100,100	##
0,880,480,-1,880,480,0,1,100,100,100	##
0,920,480,-1,920,480,0,1,100,100,100	##
0,960,480,-1,960,480,0,1,100,100,100	##
0,960,440,-1,960,440,0,1,100,100,100	##
0,960,400,-1,960,400,0,1,100,100,100	##
0,960,360,-1,960,360,0,1,100,100,100	##
0,960,320,-1,960,320,0,1,100,100,100	##
0,960,280,-1,960,280,0,1,100,100,100	##
0,280,800,-1,280,800,0,1,100,100,100	##
0,320,800,-1,320,800,0,1,100,100,100	##
0,360,800,-1,360,800,0,1,100,100,100	##
0,400,800,-1,400,800,0,1,100,100,100	##
0,440,800,-1,440,800,0,1,100,100,100	##
0,480,800,-1,480,800,0,1,100,100,100	##
0,600,800,-1,600,800,0,1,100,100,100	##
0,640,800,-1,640,800,0,1,100,100,100	##
0,680,800,-1,680,800,0,1,100,100,100	##
0,720,800,-1,720,800,0,1,100,100,100	##
0,760,800,-1,760,800,0,1,100,100,100	##
0,800,800,-1,800,800,0,1,100,100,100	##
0,840,800,-1,840,800,0,1,100,100,100	##
0,960,800,-1,960,800,0,1,100,100,100	##
0,960,520,-1,960,520,0,1,100,100,100	##
0,960,560,-1,960,560,0,1,100,100,100	##
0,960,600,-1,960,600,0,1,100,100,100	##
0,960,640,-1,960,640,0,1,100,100,100	##
0,960,680,-1,960,680,0,1,100,100,100	##
0,960,720,-1,960,720,0,1,100,100,100	##
0,960,760,-1,960,760,0,1,100,100,100	##
0,880,800,-1,880,800,0,1,100,100,100	##
