0,199,65,-1,199,65,0,1,100,100,100	##
0,199,105,-1,199,105,0,1,100,100,100	##
0,199,145,-1,199,145,0,1,100,100,100	##
0,199,185,-1,199,185,0,1,100,100,100	##
0,199,225,-1,199,225,0,1,100,100,100	##
0,199,265,-1,199,265,0,1,100,100,100	##
0,199,305,-1,199,305,0,1,100,100,100	##
0,199,345,-1,199,345,0,1,100,100,100	##
0,239,345,-1,239,345,0,1,100,100,100	##
0,279,345,-1,279,345,0,1,100,100,100	##
0,319,345,-1,319,345,0,1,100,100,100	##
0,359,345,-1,359,345,0,1,100,100,100	##
0,399,345,-1,399,345,0,1,100,100,100	##
0,439,345,-1,439,345,0,1,100,100,100	##
0,479,345,-1,479,345,0,1,100,100,100	##
0,519,345,-1,519,345,0,1,100,100,100	##
0,519,305,-1,519,305,0,1,100,100,100	##
0,519,265,-1,519,265,0,1,100,100,100	##
6,519,225,-1,519,225,0,1,100,100,100	##
0,199,25,-1,199,25,0,1,100,100,100	##
0,199,-15,-1,199,-15,0,1,100,100,100	##
0,239,-15,-1,239,-15,0,1,100,100,100	##
0,279,-15,-1,279,-15,0,1,100,100,100	##
0,319,-15,-1,319,-15,0,1,100,100,100	##
0,359,-15,-1,359,-15,0,1,100,100,100	##
0,399,-15,-1,399,-15,0,1,100,100,100	##
0,439,-15,-1,439,-15,0,1,100,100,100	##
0,479,-15,-1,479,-15,0,1,100,100,100	##
0,519,-15,-1,519,-15,0,1,100,100,100	##
0,519,25,-1,519,25,0,1,100,100,100	##
0,519,65,-1,519,65,0,1,100,100,100	##
0,519,105,-1,519,105,0,1,100,100,100	##
0,559,25,-1,559,25,0,1,100,100,100	##
0,599,25,-1,599,25,0,1,100,100,100	##
0,719,25,-1,719,25,0,1,100,100,100	##
0,639,25,-1,639,25,0,1,100,100,100	##
0,679,25,-1,679,25,0,1,100,100,100	##
0,799,25,-1,799,25,0,1,100,100,100	##
0,759,25,-1,759,25,0,1,100,100,100	##
0,839,25,-1,839,25,0,1,100,100,100	##
0,519,385,-1,519,385,0,1,100,100,100	##
0,519,425,-1,519,425,0,1,100,100,100	##
4,559,425,-1,559,425,0,1,100,100,100	##
4,599,425,-1,599,425,0,1,100,100,100	##
4,639,425,-1,639,425,0,1,100,100,100	##
4,679,425,-1,679,425,0,1,100,100,100	##
4,719,425,-1,719,425,0,1,100,100,100	##
4,799,425,-1,799,425,0,1,100,100,100	##
4,759,425,-1,759,425,0,1,100,100,100	##
4,839,425,-1,839,425,0,1,100,100,100	##
0,879,425,-1,879,425,0,1,100,100,100	##
0,879,385,-1,879,385,0,1,100,100,100	##
0,879,345,-1,879,345,0,1,100,100,100	##
0,879,305,-1,879,305,0,1,100,100,100	##
0,879,265,-1,879,265,0,1,100,100,100	##
0,879,25,-1,879,25,0,1,100,100,100	##
0,879,65,-1,879,65,0,1,100,100,100	##
0,879,105,-1,879,105,0,1,100,100,100	##
0,879,145,-1,879,145,0,1,100,100,100	##
0,919,265,-1,919,265,0,1,100,100,100	##
0,959,265,-1,959,265,0,1,100,100,100	##
0,919,145,-1,919,145,0,1,100,100,100	##
0,959,145,-1,959,145,0,1,100,100,100	##
3,999,265,-1,999,265,0,1,100,100,100	##
0,999,145,-1,999,145,0,1,100,100,100	##
0,1039,145,-1,1039,145,0,1,100,100,100	##
0,1079,145,-1,1079,145,0,1,100,100,100	##
0,1079,185,-1,1079,185,0,1,100,100,100	##
0,1079,225,-1,1079,225,0,1,100,100,100	##
0,1079,265,-1,1079,265,0,1,100,100,100	##
0,1079,305,-1,1079,305,0,1,100,100,100	##
0,1079,345,-1,1079,345,0,1,100,100,100	##
0,1079,385,-1,1079,385,0,1,100,100,100	##
0,1079,425,-1,1079,425,0,1,100,100,100	##
0,1079,465,-1,1079,465,0,1,100,100,100	##
0,1079,505,-1,1079,505,0,1,100,100,100	##
0,1039,505,-1,1039,505,0,1,100,100,100	##
2,280,45,-1,280,45,0,1,100,100,100	##
2,320,45,-1,320,45,0,1,100,100,100	##
2,360,45,-1,360,45,0,1,100,100,100	##
2,280,85,-1,280,85,0,1,100,100,100	##
2,280,125,-1,280,125,0,1,100,100,100	##
2,320,125,-1,320,125,0,1,100,100,100	##
2,280,165,-1,280,165,0,1,100,100,100	##
2,280,205,-1,280,205,0,1,100,100,100	##
0,240,245,-1,240,245,0,1,100,100,100	##
0,280,245,-1,280,245,0,1,100,100,100	##
0,320,240,-1,320,240,0,1,100,100,100	##
0,436,34,-1,436,34,0,1,100,100,100	##
0,349,189,-1,349,189,0,1,100,100,100	##
0,378,138,-1,378,138,0,1,100,100,100	##
0,407,87,-1,407,87,0,1,100,100,100	##
